x_private,x_public,px,py,I,xunit,xn,y_private,U_private,U_public,choice,xchoice,ychoice
30,30,26.666666666666668,20.0,1200,5,13,20.0,26.207413942088962,37.797631496846186,public,30,60.0
30,35,26.666666666666668,20.0,1200,5,13,20.0,26.207413942088962,41.88859364120027,public,35,60.0
25,10,24.0,40.0,1200,5,13,15.0,19.364916731037084,17.320508075688775,private,25,15.0
25,20,24.0,40.0,1200,5,13,15.0,19.364916731037084,24.494897427831784,public,20,30.0
25,25,24.0,40.0,1200,5,13,15.0,19.364916731037084,27.386127875258307,public,25,30.0
25,30,24.0,40.0,1200,5,13,15.0,19.364916731037084,30.0,public,30,30.0
25,35,24.0,40.0,1200,5,13,15.0,19.364916731037084,32.403703492039305,public,35,30.0
25,40,24.0,40.0,1200,5,13,15.0,19.364916731037084,34.64101615137755,public,40,30.0
25,10,24.0,30.0,1200,5,13,20.0,22.360679774997898,20.000000000000004,private,25,20.0
25,20,24.0,30.0,1200,5,13,20.0,22.360679774997898,28.284271247461906,public,20,40.0
25,25,24.0,30.0,1200,5,13,20.0,22.360679774997898,31.622776601683796,public,25,40.0
25,30,24.0,30.0,1200,5,13,20.0,22.360679774997898,34.64101615137755,public,30,40.0
25,35,24.0,30.0,1200,5,13,20.0,22.360679774997898,37.416573867739416,public,35,40.0
25,40,24.0,30.0,1200,5,13,20.0,22.360679774997898,40.00000000000001,public,40,40.0
10,10,24.0,24.0,1200,5,13,40.0,30.314331330207967,36.238983183884784,public,10,50.0
10,15,24.0,24.0,1200,5,13,40.0,30.314331330207967,39.30015427983115,public,15,50.0
10,20,24.0,24.0,1200,5,13,40.0,30.314331330207967,41.627660370093665,public,20,50.0
10,25,24.0,24.0,1200,5,13,40.0,30.314331330207967,43.52752816480622,public,25,50.0
10,30,24.0,24.0,1200,5,13,40.0,30.314331330207967,45.144022572371725,public,30,50.0
10,35,24.0,24.0,1200,5,13,40.0,30.314331330207967,46.5574957547419,public,35,50.0
10,40,24.0,24.0,1200,5,13,40.0,30.314331330207967,47.81762498950186,public,40,50.0
15,10,24.0,24.0,1200,5,13,35.0,27.144072634491263,30.851693136000478,public,10,50.0
15,15,24.0,24.0,1200,5,13,35.0,27.144072634491263,34.84226509679744,public,15,50.0
15,20,24.0,24.0,1200,5,13,35.0,27.144072634491263,37.98288964661869,public,20,50.0
15,25,24.0,24.0,1200,5,13,35.0,27.144072634491263,40.61261981781177,public,25,50.0
15,30,24.0,24.0,1200,5,13,35.0,27.144072634491263,42.895860022204744,public,30,50.0
15,35,24.0,24.0,1200,5,13,35.0,27.144072634491263,44.92617208953198,public,35,50.0
15,40,24.0,24.0,1200,5,13,35.0,27.144072634491263,46.762422391131054,public,40,50.0
20,15,24.0,24.0,1200,5,13,30.0,25.508490012515818,30.890042528370593,public,15,50.0
20,20,24.0,24.0,1200,5,13,30.0,25.508490012515818,34.65724215775732,public,20,50.0
20,25,24.0,24.0,1200,5,13,30.0,25.508490012515818,37.89291416275995,public,25,50.0
20,30,24.0,24.0,1200,5,13,30.0,25.508490012515818,40.75965548029613,public,30,50.0
20,35,24.0,24.0,1200,5,13,30.0,25.508490012515818,43.352008219056174,public,35,50.0
20,40,24.0,24.0,1200,5,13,30.0,25.508490012515818,45.73050519273263,public,40,50.0
25,10,24.0,24.0,1200,5,13,25.0,25.0,22.360679774997898,private,25,25.0
25,20,24.0,24.0,1200,5,13,25.0,25.0,31.622776601683796,public,20,50.0
25,25,24.0,24.0,1200,5,13,25.0,25.0,35.35533905932738,public,25,50.0
25,30,24.0,24.0,1200,5,13,25.0,25.0,38.72983346207417,public,30,50.0
25,35,24.0,24.0,1200,5,13,25.0,25.0,41.83300132670378,public,35,50.0
25,40,24.0,24.0,1200,5,13,25.0,25.0,44.721359549995796,public,40,50.0
30,10,24.0,24.0,1200,5,13,20.0,25.508490012515818,19.036539387158786,private,30,20.0
30,20,24.0,24.0,1200,5,13,20.0,25.508490012515818,28.853998118144276,public,20,50.0
30,25,24.0,24.0,1200,5,13,20.0,25.508490012515818,32.98769776932236,public,25,50.0
30,30,24.0,24.0,1200,5,13,20.0,25.508490012515818,36.801096140891666,public,30,50.0
30,35,24.0,24.0,1200,5,13,20.0,25.508490012515818,40.36721877236486,public,35,50.0
30,40,24.0,24.0,1200,5,13,20.0,25.508490012515818,43.734482957731124,public,40,50.0
35,10,24.0,24.0,1200,5,13,15.0,27.144072634491263,16.206565966927624,private,35,15.0
35,15,24.0,24.0,1200,5,13,15.0,27.144072634491263,21.525581012496712,private,35,15.0
35,25,24.0,24.0,1200,5,13,15.0,27.144072634491263,30.778610333622904,public,25,50.0
35,30,24.0,24.0,1200,5,13,15.0,27.144072634491263,34.968409520721465,public,30,50.0
35,35,24.0,24.0,1200,5,13,15.0,27.144072634491263,38.95279563352245,public,35,50.0
35,40,24.0,24.0,1200,5,13,15.0,27.144072634491263,42.769383999647516,public,40,50.0
40,10,24.0,24.0,1200,5,13,10.0,30.314331330207967,13.79729661461215,private,40,10.0
40,15,24.0,24.0,1200,5,13,10.0,30.314331330207967,19.083894548090885,private,40,10.0
40,20,24.0,24.0,1200,5,13,10.0,30.314331330207967,24.02248867962863,private,40,10.0
40,35,24.0,24.0,1200,5,13,10.0,30.314331330207967,37.587932332502284,public,35,50.0
40,40,24.0,24.0,1200,5,13,10.0,30.314331330207967,41.82558210365094,public,40,50.0
25,10,24.0,20.0,1200,5,13,30.0,27.386127875258307,24.494897427831784,private,25,30.0
25,20,24.0,20.0,1200,5,13,30.0,27.386127875258307,34.64101615137755,public,20,60.0
25,25,24.0,20.0,1200,5,13,30.0,27.386127875258307,38.72983346207417,public,25,60.0
25,30,24.0,20.0,1200,5,13,30.0,27.386127875258307,42.42640687119285,public,30,60.0
25,35,24.0,20.0,1200,5,13,30.0,27.386127875258307,45.825756949558404,public,35,60.0
25,40,24.0,20.0,1200,5,13,30.0,27.386127875258307,48.98979485566357,public,40,60.0
10,10,21.818181818181817,21.818181818181817,1200,5,13,45.00000000000001,34.23312943706565,40.3414302444579,public,10,55.00000000000001
10,15,21.818181818181817,21.818181818181817,1200,5,13,45.00000000000001,34.23312943706565,43.42780548733559,public,15,55.00000000000001
10,20,21.818181818181817,21.818181818181817,1200,5,13,45.00000000000001,34.23312943706565,45.75978948956335,public,20,55.00000000000001
10,25,21.818181818181817,21.818181818181817,1200,5,13,45.00000000000001,34.23312943706565,47.65451130716614,public,25,55.00000000000001
10,30,21.818181818181817,21.818181818181817,1200,5,13,45.00000000000001,34.23312943706565,49.26070357575359,public,30,55.00000000000001
10,35,21.818181818181817,21.818181818181817,1200,5,13,45.00000000000001,34.23312943706565,50.6608828722344,public,35,55.00000000000001
10,40,21.818181818181817,21.818181818181817,1200,5,13,45.00000000000001,34.23312943706565,51.90590223104003,public,40,55.00000000000001
10,45,21.818181818181817,21.818181818181817,1200,5,13,45.00000000000001,34.23312943706565,53.02945979093089,public,45,55.00000000000001
15,10,21.818181818181817,21.818181818181817,1200,5,13,40.00000000000001,30.611647289993872,34.54980434858846,public,10,55.00000000000001
15,15,21.818181818181817,21.818181818181817,1200,5,13,40.00000000000001,30.611647289993872,38.58961815075764,public,15,55.00000000000001
15,20,21.818181818181817,21.818181818181817,1200,5,13,40.00000000000001,30.611647289993872,41.73925393976859,public,20,55.00000000000001
15,25,21.818181818181817,21.818181818181817,1200,5,13,40.00000000000001,30.611647289993872,44.358278741027945,public,25,55.00000000000001
15,30,21.818181818181817,21.818181818181817,1200,5,13,40.00000000000001,30.611647289993872,46.61971035152857,public,30,55.00000000000001
15,35,21.818181818181817,21.818181818181817,1200,5,13,40.00000000000001,30.611647289993872,48.621436559058715,public,35,55.00000000000001
15,40,21.818181818181817,21.818181818181817,1200,5,13,40.00000000000001,30.611647289993872,50.42475210195117,public,40,55.00000000000001
15,45,21.818181818181817,21.818181818181817,1200,5,13,40.00000000000001,30.611647289993872,52.07082513733281,public,45,55.00000000000001
20,15,21.818181818181817,21.818181818181817,1200,5,13,35.00000000000001,28.55555280771392,34.29044162628827,public,15,55.00000000000001
20,20,21.818181818181817,21.818181818181817,1200,5,13,35.00000000000001,28.55555280771392,38.07196971143914,public,20,55.00000000000001
20,25,21.818181818181817,21.818181818181817,1200,5,13,35.00000000000001,28.55555280771392,41.29004450772409,public,25,55.00000000000001
20,30,21.818181818181817,21.818181818181817,1200,5,13,35.00000000000001,28.55555280771392,44.120307577786576,public,30,55.00000000000001
20,35,21.818181818181817,21.818181818181817,1200,5,13,35.00000000000001,28.55555280771392,46.664091879895494,public,35,55.00000000000001
20,40,21.818181818181817,21.818181818181817,1200,5,13,35.00000000000001,28.55555280771392,48.98586702578701,public,40,55.00000000000001
20,45,21.818181818181817,21.818181818181817,1200,5,13,35.00000000000001,28.55555280771392,51.12952010396283,public,45,55.00000000000001
25,15,21.818181818181817,21.818181818181817,1200,5,13,30.000000000000007,27.614029167630182,30.470226016030125,public,15,55.00000000000001
25,20,21.818181818181817,21.818181818181817,1200,5,13,30.000000000000007,27.614029167630182,34.72689952245886,public,20,55.00000000000001
25,25,21.818181818181817,21.818181818181817,1200,5,13,30.000000000000007,27.614029167630182,38.4340381060135,public,25,55.00000000000001
25,30,21.818181818181817,21.818181818181817,1200,5,13,30.000000000000007,27.614029167630182,41.754904225711606,public,30,55.00000000000001
25,35,21.818181818181817,21.818181818181817,1200,5,13,30.000000000000007,27.614029167630182,44.7855436836045,public,35,55.00000000000001
25,40,21.818181818181817,21.818181818181817,1200,5,13,30.000000000000007,27.614029167630182,47.58804095687829,public,40,55.00000000000001
25,45,21.818181818181817,21.818181818181817,1200,5,13,30.000000000000007,27.614029167630182,50.20523141637786,public,45,55.00000000000001
30,10,21.818181818181817,21.818181818181817,1200,5,13,25.000000000000004,27.61402916763018,21.703436009558924,private,30,25.000000000000004
30,20,21.818181818181817,21.818181818181817,1200,5,13,25.000000000000004,27.61402916763018,31.67573308088156,public,20,55.00000000000001
30,25,21.818181818181817,21.818181818181817,1200,5,13,25.000000000000004,27.61402916763018,35.77557987030418,public,25,55.00000000000001
30,30,21.818181818181817,21.818181818181817,1200,5,13,25.000000000000004,27.61402916763018,39.51631624109851,public,30,55.00000000000001
30,35,21.818181818181817,21.818181818181817,1200,5,13,25.000000000000004,27.61402916763018,42.98261987393762,public,35,55.00000000000001
30,40,21.818181818181817,21.818181818181817,1200,5,13,25.000000000000004,27.61402916763018,46.23010226442231,public,40,55.00000000000001
30,45,21.818181818181817,21.818181818181817,1200,5,13,25.000000000000004,27.61402916763018,49.297651463321614,public,45,55.00000000000001
35,10,21.818181818181817,21.818181818181817,1200,5,13,20.000000000000004,28.555552807713912,18.587577665900543,private,35,20.000000000000004
35,15,21.818181818181817,21.818181818181817,1200,5,13,20.000000000000004,28.555552807713912,24.059182701441973,private,35,20.000000000000004
35,25,21.818181818181817,21.818181818181817,1200,5,13,20.000000000000004,28.555552807713912,33.301005518237716,public,25,55.00000000000001
35,30,21.818181818181817,21.818181818181817,1200,5,13,20.000000000000004,28.555552807713912,37.39774472539563,public,30,55.00000000000001
35,35,21.818181818181817,21.818181818181817,1200,5,13,20.000000000000004,28.555552807713912,41.25227605317136,public,35,55.00000000000001
35,40,21.818181818181817,21.818181818181817,1200,5,13,20.000000000000004,28.555552807713912,44.9109127504446,public,40,55.00000000000001
35,45,21.818181818181817,21.818181818181817,1200,5,13,20.000000000000004,28.555552807713912,48.40647819434892,public,45,55.00000000000001
40,10,21.818181818181817,21.818181818181817,1200,5,13,15.000000000000005,30.611647289993854,15.919048178994126,private,40,15.000000000000005
40,15,21.818181818181817,21.818181818181817,1200,5,13,15.000000000000005,30.611647289993854,21.378807035016056,private,40,15.000000000000005
40,20,21.818181818181817,21.818181818181817,1200,5,13,15.000000000000005,30.611647289993854,26.354088685613423,private,40,15.000000000000005
40,30,21.818181818181817,21.818181818181817,1200,5,13,15.000000000000005,30.611647289993854,35.392755286518,public,30,55.00000000000001
40,35,21.818181818181817,21.818181818181817,1200,5,13,15.000000000000005,30.611647289993854,39.5915903813696,public,35,55.00000000000001
40,40,21.818181818181817,21.818181818181817,1200,5,13,15.000000000000005,30.611647289993854,43.62936669578338,public,40,55.00000000000001
40,45,21.818181818181817,21.818181818181817,1200,5,13,15.000000000000005,30.611647289993854,47.5314150193007,public,45,55.00000000000001
45,10,21.818181818181817,21.818181818181817,1200,5,13,10.000000000000004,34.23312943706564,13.633626687679453,private,45,10.000000000000004
45,15,21.818181818181817,21.818181818181817,1200,5,13,10.000000000000004,34.23312943706564,18.997045573499832,private,45,10.000000000000004
45,20,21.818181818181817,21.818181818181817,1200,5,13,10.000000000000004,34.23312943706564,24.038572123477152,private,45,10.000000000000004
45,25,21.818181818181817,21.818181818181817,1200,5,13,10.000000000000004,34.23312943706564,28.853511709252007,private,45,10.000000000000004
45,35,21.818181818181817,21.818181818181817,1200,5,13,10.000000000000004,34.23312943706564,37.99775864259624,public,35,55.00000000000001
45,40,21.818181818181817,21.818181818181817,1200,5,13,10.000000000000004,34.23312943706564,42.384389933297186,public,40,55.00000000000001
45,45,21.818181818181817,21.818181818181817,1200,5,13,10.000000000000004,34.23312943706564,46.67217070959632,public,45,55.00000000000001
10,10,20.0,40.0,1200,5,13,25.0,21.459355473313927,24.98049532966813,public,10,30.0
10,15,20.0,40.0,1200,5,13,25.0,21.459355473313927,26.72696154421018,public,15,30.0
10,20,20.0,40.0,1200,5,13,25.0,21.459355473313927,28.039657955522014,public,20,30.0
10,25,20.0,40.0,1200,5,13,25.0,21.459355473313927,29.10210346337401,public,25,30.0
10,30,20.0,40.0,1200,5,13,25.0,21.459355473313927,30.0,public,30,30.0
10,35,20.0,40.0,1200,5,13,25.0,21.459355473313927,30.78073975148188,public,35,30.0
10,40,20.0,40.0,1200,5,13,25.0,21.459355473313927,31.473451902649444,public,40,30.0
10,45,20.0,40.0,1200,5,13,25.0,21.459355473313927,32.097395818009886,public,45,30.0
10,50,20.0,40.0,1200,5,13,25.0,21.459355473313927,32.66600666361009,public,50,30.0
20,15,20.0,40.0,1200,5,13,20.0,19.999999999999996,23.811015779522986,public,15,30.0
20,20,20.0,40.0,1200,5,13,20.0,19.999999999999996,26.207413942088962,public,20,30.0
20,25,20.0,40.0,1200,5,13,20.0,19.999999999999996,28.23108086643085,public,25,30.0
20,30,20.0,40.0,1200,5,13,20.0,19.999999999999996,29.999999999999993,public,30,30.0
20,35,20.0,40.0,1200,5,13,20.0,19.999999999999996,31.58179798828189,public,35,30.0
20,40,20.0,40.0,1200,5,13,20.0,19.999999999999996,33.01927248894626,public,40,30.0
20,45,20.0,40.0,1200,5,13,20.0,19.999999999999996,34.34142727659995,public,45,30.0
20,50,20.0,40.0,1200,5,13,20.0,19.999999999999996,35.568933044900625,public,50,30.0
30,10,20.0,40.0,1200,5,13,15.0,21.213203435596427,17.320508075688775,private,30,15.0
30,20,20.0,40.0,1200,5,13,15.0,21.213203435596427,24.494897427831784,public,20,30.0
30,25,20.0,40.0,1200,5,13,15.0,21.213203435596427,27.386127875258307,public,25,30.0
30,30,20.0,40.0,1200,5,13,15.0,21.213203435596427,30.0,public,30,30.0
30,35,20.0,40.0,1200,5,13,15.0,21.213203435596427,32.403703492039305,public,35,30.0
30,40,20.0,40.0,1200,5,13,15.0,21.213203435596427,34.64101615137755,public,40,30.0
30,45,20.0,40.0,1200,5,13,15.0,21.213203435596427,36.742346141747674,public,45,30.0
30,50,20.0,40.0,1200,5,13,15.0,21.213203435596427,38.72983346207417,public,50,30.0
40,10,20.0,40.0,1200,5,13,10.0,25.19842099789746,14.42249570307408,private,40,10.0
40,15,20.0,40.0,1200,5,13,10.0,25.19842099789746,18.898815748423093,private,40,10.0
40,30,20.0,40.0,1200,5,13,10.0,25.19842099789746,29.999999999999993,public,30,30.0
40,35,20.0,40.0,1200,5,13,10.0,25.19842099789746,33.24699880575487,public,35,30.0
40,40,20.0,40.0,1200,5,13,10.0,25.19842099789746,36.342411856642784,public,40,30.0
40,45,20.0,40.0,1200,5,13,10.0,25.19842099789746,39.31112091313344,public,45,30.0
40,50,20.0,40.0,1200,5,13,10.0,25.19842099789746,42.17163326508745,public,50,30.0
50,10,20.0,40.0,1200,5,13,5.0,34.06460345289807,12.009369551760027,private,50,5.0
50,15,20.0,40.0,1200,5,13,5.0,34.06460345289807,16.8369307246406,private,50,5.0
50,20,20.0,40.0,1200,5,13,5.0,34.06460345289807,21.398263878673262,private,50,5.0
50,25,20.0,40.0,1200,5,13,5.0,34.06460345289807,25.77133302216112,private,50,5.0
50,30,20.0,40.0,1200,5,13,5.0,34.06460345289807,30.0,private,50,5.0
50,40,20.0,40.0,1200,5,13,5.0,34.06460345289807,38.127371719877466,public,40,30.0
50,45,20.0,40.0,1200,5,13,5.0,34.06460345289807,42.059486933283026,public,45,30.0
50,50,20.0,40.0,1200,5,13,5.0,34.06460345289807,45.919295108422276,public,50,30.0
15,10,20.0,30.0,1200,5,13,30.0,25.226892457611434,28.2842712474619,public,10,40.0
15,15,20.0,30.0,1200,5,13,30.0,25.226892457611434,31.301691601465745,public,15,40.0
15,20,20.0,30.0,1200,5,13,30.0,25.226892457611434,33.63585661014858,public,20,40.0
15,25,20.0,30.0,1200,5,13,30.0,25.226892457611434,35.56558820077846,public,25,40.0
15,30,20.0,30.0,1200,5,13,30.0,25.226892457611434,37.224194364083985,public,30,40.0
15,35,20.0,30.0,1200,5,13,30.0,25.226892457611434,38.686728405353385,public,35,40.0
15,40,20.0,30.0,1200,5,13,30.0,25.226892457611434,40.0,public,40,40.0
15,45,20.0,30.0,1200,5,13,30.0,25.226892457611434,41.19534287814235,public,45,40.0
15,50,20.0,30.0,1200,5,13,30.0,25.226892457611434,42.29485053762256,public,50,40.0
30,10,20.0,30.0,1200,5,13,20.0,24.494897427831784,20.000000000000004,private,30,20.0
30,20,20.0,30.0,1200,5,13,20.0,24.494897427831784,28.284271247461906,public,20,40.0
30,25,20.0,30.0,1200,5,13,20.0,24.494897427831784,31.622776601683796,public,25,40.0
30,30,20.0,30.0,1200,5,13,20.0,24.494897427831784,34.64101615137755,public,30,40.0
30,35,20.0,30.0,1200,5,13,20.0,24.494897427831784,37.416573867739416,public,35,40.0
30,40,20.0,30.0,1200,5,13,20.0,24.494897427831784,40.00000000000001,public,40,40.0
30,45,20.0,30.0,1200,5,13,20.0,24.494897427831784,42.42640687119285,public,45,40.0
30,50,20.0,30.0,1200,5,13,20.0,24.494897427831784,44.721359549995796,public,50,40.0
45,10,20.0,30.0,1200,5,13,10.0,30.896507158606767,14.142135623730953,private,45,10.0
45,15,20.0,30.0,1200,5,13,10.0,30.896507158606767,19.168293127388175,private,45,10.0
45,20,20.0,30.0,1200,5,13,10.0,30.896507158606767,23.784142300054423,private,45,10.0
45,35,20.0,30.0,1200,5,13,10.0,30.896507158606767,36.18812077700194,public,35,40.0
45,40,20.0,30.0,1200,5,13,10.0,30.896507158606767,40.0,public,40,40.0
45,45,20.0,30.0,1200,5,13,10.0,30.896507158606767,43.694259453659114,public,45,40.0
45,50,20.0,30.0,1200,5,13,10.0,30.896507158606767,47.2870804501588,public,50,40.0
20,15,20.0,26.666666666666668,1200,5,13,30.0,26.207413942088962,31.201257345778558,public,15,45.0
20,20,20.0,26.666666666666668,1200,5,13,30.0,26.207413942088962,34.34142727659995,public,20,45.0
20,25,20.0,26.666666666666668,1200,5,13,30.0,26.207413942088962,36.993181114957046,public,25,45.0
20,30,20.0,26.666666666666668,1200,5,13,30.0,26.207413942088962,39.31112091313344,public,30,45.0
20,35,20.0,26.666666666666668,1200,5,13,30.0,26.207413942088962,41.38386264571681,public,35,45.0
20,40,20.0,26.666666666666668,1200,5,13,30.0,26.207413942088962,43.267487109222245,public,40,45.0
20,45,20.0,26.666666666666668,1200,5,13,30.0,26.207413942088962,44.99999999999999,public,45,45.0
20,50,20.0,26.666666666666668,1200,5,13,30.0,26.207413942088962,46.60848758930788,public,50,45.0
40,10,20.0,26.666666666666668,1200,5,13,15.0,28.84499140614816,16.509636244473132,private,40,15.0
40,15,20.0,26.666666666666668,1200,5,13,15.0,28.84499140614816,21.633743554611122,private,40,15.0
40,30,20.0,26.666666666666668,1200,5,13,15.0,28.84499140614816,34.34142727659995,public,30,45.0
40,35,20.0,26.666666666666668,1200,5,13,15.0,28.84499140614816,38.058313055101216,public,35,45.0
40,40,20.0,26.666666666666668,1200,5,13,15.0,28.84499140614816,41.601676461038075,public,40,45.0
40,45,20.0,26.666666666666668,1200,5,13,15.0,28.84499140614816,44.99999999999999,public,45,45.0
40,50,20.0,26.666666666666668,1200,5,13,15.0,28.84499140614816,48.274469230281476,public,50,45.0
30,10,20.0,24.0,1200,5,13,25.0,27.386127875258307,22.360679774997898,private,30,25.0
30,20,20.0,24.0,1200,5,13,25.0,27.386127875258307,31.622776601683796,public,20,50.0
30,25,20.0,24.0,1200,5,13,25.0,27.386127875258307,35.35533905932738,public,25,50.0
30,30,20.0,24.0,1200,5,13,25.0,27.386127875258307,38.72983346207417,public,30,50.0
30,35,20.0,24.0,1200,5,13,25.0,27.386127875258307,41.83300132670378,public,35,50.0
30,40,20.0,24.0,1200,5,13,25.0,27.386127875258307,44.721359549995796,public,40,50.0
30,45,20.0,24.0,1200,5,13,25.0,27.386127875258307,47.434164902525694,public,45,50.0
30,50,20.0,24.0,1200,5,13,25.0,27.386127875258307,50.00000000000001,public,50,50.0
10,10,20.0,20.0,1200,5,13,50.0,38.23622456658651,44.51018253542414,public,10,60.0
10,15,20.0,20.0,1200,5,13,50.0,38.23622456658651,47.62203155904599,public,15,60.0
10,20,20.0,20.0,1200,5,13,50.0,38.23622456658651,49.96099065933626,public,20,60.0
10,25,20.0,20.0,1200,5,13,50.0,38.23622456658651,51.854053341414875,public,25,60.0
10,30,20.0,20.0,1200,5,13,50.0,38.23622456658651,53.45392308842037,public,30,60.0
10,35,20.0,20.0,1200,5,13,50.0,38.23622456658651,54.84504317601319,public,35,60.0
10,40,20.0,20.0,1200,5,13,50.0,38.23622456658651,56.079315911044034,public,40,60.0
10,45,20.0,20.0,1200,5,13,50.0,38.23622456658651,57.1910575798162,public,45,60.0
10,50,20.0,20.0,1200,5,13,50.0,38.23622456658651,58.20420692674803,public,50,60.0
15,10,20.0,20.0,1200,5,13,45.0,34.19260585432166,38.33658625477635,public,10,60.0
15,15,20.0,20.0,1200,5,13,45.0,34.19260585432166,42.426406871192846,public,15,60.0
15,20,20.0,20.0,1200,5,13,45.0,34.19260585432166,45.59014113909555,public,20,60.0
15,25,20.0,20.0,1200,5,13,45.0,34.19260585432166,48.20570513667911,public,25,60.0
15,30,20.0,20.0,1200,5,13,45.0,34.19260585432166,50.453784915222876,public,30,60.0
15,35,20.0,20.0,1200,5,13,45.0,34.19260585432166,52.43610795028083,public,35,60.0
15,40,20.0,20.0,1200,5,13,45.0,34.19260585432166,54.216120216590696,public,40,60.0
15,45,20.0,20.0,1200,5,13,45.0,34.19260585432166,55.83629154612597,public,45,60.0
15,50,20.0,20.0,1200,5,13,45.0,34.19260585432166,57.326567532262004,public,50,60.0
20,15,20.0,20.0,1200,5,13,40.0,31.74802103936398,37.797631496846186,public,15,60.0
20,20,20.0,20.0,1200,5,13,40.0,31.74802103936398,41.601676461038075,public,20,60.0
20,25,20.0,20.0,1200,5,13,40.0,31.74802103936398,44.81404746557164,public,25,60.0
20,30,20.0,20.0,1200,5,13,40.0,31.74802103936398,47.62203155904597,public,30,60.0
20,35,20.0,20.0,1200,5,13,40.0,31.74802103936398,50.13297934964584,public,35,60.0
20,40,20.0,20.0,1200,5,13,40.0,31.74802103936398,52.41482788417792,public,40,60.0
20,45,20.0,20.0,1200,5,13,40.0,31.74802103936398,54.513617784964175,public,45,60.0
20,50,20.0,20.0,1200,5,13,40.0,31.74802103936398,56.462161732861695,public,50,60.0
25,15,20.0,20.0,1200,5,13,35.0,30.421551745507077,33.6738614492812,public,15,60.0
25,20,20.0,20.0,1200,5,13,35.0,30.421551745507077,37.962143593469584,public,20,60.0
25,25,20.0,20.0,1200,5,13,35.0,30.421551745507077,41.661020091964595,public,25,60.0
25,30,20.0,20.0,1200,5,13,35.0,30.421551745507077,44.94921230630045,public,30,60.0
25,35,20.0,20.0,1200,5,13,35.0,30.421551745507077,47.931010075254015,public,35,60.0
25,40,20.0,20.0,1200,5,13,35.0,30.421551745507077,50.67338221828884,public,40,60.0
25,45,20.0,20.0,1200,5,13,35.0,30.421551745507077,53.222276080964924,public,45,60.0
25,50,20.0,20.0,1200,5,13,35.0,30.421551745507077,55.61078998413289,public,50,60.0
30,10,20.0,20.0,1200,5,13,30.0,30.0,24.494897427831784,private,30,30.0
30,20,20.0,20.0,1200,5,13,30.0,30.0,34.64101615137755,public,20,60.0
30,25,20.0,20.0,1200,5,13,30.0,30.0,38.72983346207417,public,25,60.0
30,30,20.0,20.0,1200,5,13,30.0,30.0,42.42640687119285,public,30,60.0
30,35,20.0,20.0,1200,5,13,30.0,30.0,45.825756949558404,public,35,60.0
30,40,20.0,20.0,1200,5,13,30.0,30.0,48.98979485566357,public,40,60.0
30,45,20.0,20.0,1200,5,13,30.0,30.0,51.96152422706632,public,45,60.0
30,50,20.0,20.0,1200,5,13,30.0,30.0,54.772255750516614,public,50,60.0
35,10,20.0,20.0,1200,5,13,25.0,30.421551745507077,21.09743646404087,private,35,25.0
35,15,20.0,20.0,1200,5,13,25.0,30.421551745507077,26.726961544210184,private,35,25.0
35,25,20.0,20.0,1200,5,13,25.0,30.421551745507077,36.00487930177481,public,25,60.0
35,30,20.0,20.0,1200,5,13,25.0,30.421551745507077,40.04519562510104,public,30,60.0
35,35,20.0,20.0,1200,5,13,25.0,30.421551745507077,43.81297195078715,public,35,60.0
35,40,20.0,20.0,1200,5,13,25.0,30.421551745507077,47.362143495008354,public,40,60.0
35,45,20.0,20.0,1200,5,13,25.0,30.421551745507077,50.73063759792232,public,45,60.0
35,50,20.0,20.0,1200,5,13,25.0,30.421551745507077,53.94636545993995,public,50,60.0
40,10,20.0,20.0,1200,5,13,20.0,31.74802103936398,18.171205928321395,private,40,20.0
40,15,20.0,20.0,1200,5,13,20.0,31.74802103936398,23.811015779522986,private,40,20.0
40,30,20.0,20.0,1200,5,13,20.0,31.74802103936398,37.797631496846186,public,30,60.0
40,35,20.0,20.0,1200,5,13,20.0,31.74802103936398,41.88859364120027,public,35,60.0
40,40,20.0,20.0,1200,5,13,20.0,31.74802103936398,45.788569702133266,public,40,60.0
40,45,20.0,20.0,1200,5,13,20.0,31.74802103936398,49.52890873341939,public,45,60.0
40,50,20.0,20.0,1200,5,13,20.0,31.74802103936398,53.13292845913055,public,50,60.0
45,10,20.0,20.0,1200,5,13,15.0,34.19260585432166,15.650845800732872,private,45,15.0
45,15,20.0,20.0,1200,5,13,15.0,34.19260585432166,21.213203435596423,private,45,15.0
45,20,20.0,20.0,1200,5,13,15.0,34.19260585432166,26.32148025904985,private,45,15.0
45,35,20.0,20.0,1200,5,13,15.0,34.19260585432166,40.0487389718396,public,35,60.0
45,40,20.0,20.0,1200,5,13,15.0,34.19260585432166,44.26727678801286,public,40,60.0
45,45,20.0,20.0,1200,5,13,15.0,34.19260585432166,48.355646932059386,public,45,60.0
45,50,20.0,20.0,1200,5,13,15.0,34.19260585432166,52.33175696960528,public,50,60.0
50,10,20.0,20.0,1200,5,13,10.0,38.23622456658651,13.480061545972777,private,50,10.0
50,15,20.0,20.0,1200,5,13,10.0,38.23622456658651,18.8988157484231,private,50,10.0
50,20,20.0,20.0,1200,5,13,10.0,38.23622456658651,24.018739103520055,private,50,10.0
50,25,20.0,20.0,1200,5,13,10.0,38.23622456658651,28.92734325171795,private,50,10.0
50,30,20.0,20.0,1200,5,13,10.0,38.23622456658651,33.67386144928119,private,50,10.0
